smiles,label_Gastrointestinal disorders,label_Infections and infestations,label_Nervous system disorders
COc1cc(C(C)C)c(Oc2cnc(N)nc2N)cc1S(N)(=O)=O,1,1,1
COc1cc(C(C)C)c(Oc2cnc(N)nc2N)cc1S(N)(=O)=O,1,0,1
COc1cc(C(C)C)c(Oc2cnc(N)nc2N)cc1S(N)(=O)=O,0,1,1
NNC(=O)c1ccncc1,1,1,0
C=CC1CC1(NC(=O)C1CC2CN1C(=O)C(C(C)(C)C)NC(=O)OC1CC1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1.CC(C)OC(=O)C(C)NP(=O)(OCC1OC(n2ccc(=O)[nH]c2=O)C(C)(Cl)C1O)Oc1ccccc1.COC(=O)NC(C(=O)N1CCCC1c1ncc(-c2cc(F)c3c(c2)OC(c2cnc(C4CC4)s2)n2c-3cc3cc(-c4cnc(C5CCCN5C(=O)C(NC(=O)OC)C(C)C)[nH]4)ccc32)[nH]1)C(C)C.O,1,1,1
COC(=O)N[C@H](C(=O)N1CC2(CC2)C[C@H]1c1nc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5[nH]c([C@@H]6[C@H]7CC[C@H](C7)N6C(=O)[C@@H](NC(=O)OC)C(C)C)nc5c4)ccc2-3)c[nH]1)C(C)C,0,1,1
CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,1,0,0
CC(=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,1,0,1
Nc1nc(=O)n(C2CSC(CO)O2)cc1F,1,1,1
Nc1nc(=O)n(C2CSC(CO)O2)cc1F,1,1,0
NC[C@H]1CC[C@H](C(=O)O)CC1,0,1,0
CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,0,1,1
CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,0,0,1
CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,1,0,1
CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,1,0,1
CN[C@@H]1CCN(c2cc(NCC3CC3)nc(N)n2)C1,0,1,1
C[S+](CC[C@H](N)C(=O)[O-])C[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O,0,0,1
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,1,0,1
CN1Cc2c(Cl)cc(Cl)cc2[C@H](c2cccc(S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c3cccc([C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc54)c3)c2)C1,1,0,0
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,1,1,0
COCc1nn2c(CN3C[C@@H](CC(F)(F)Cl)CC3=O)c(C(F)(F)F)nc2s1,1,1,1
Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,1,1,1
[H][C@@]1(O[C@@]2([H])[C@](C)(OC)C[C@@]([H])(C)C(=O)[C@]([H])(C)[C@@]3([H])N(CCCCn4cc(-c5cccc(N)c5)nn4)C(=O)O[C@]3(C)[C@@]([H])(CC)OC(=O)[C@@](C)(F)C(=O)[C@]2([H])C)O[C@]([H])(C)C[C@]([H])(N(C)C)[C@@]1([H])O,1,0,0
CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O.O=C([O-])C1C(=CCO)OC2CC(=O)N21.[K+],1,0,0
CC(C)OC(=O)C(C)NP(=O)(OCC1OC(n2ccc(=O)[nH]c2=O)C(C)(F)C1O)Oc1ccccc1.COC(=O)NC(C(=O)N1CC2(CC2)CC1c1ncc(-c2ccc3c(c2)C(F)(F)c2cc(-c4ccc5nc(C6C7CCC(C7)N6C(=O)C(NC(=O)OC)C(C)C)[nH]c5c4)ccc2-3)[nH]1)C(C)C,1,0,1
CCOc1ccccc1OCC1CNCCO1.Cl,1,0,1
CCOc1ccccc1OCC1CNCCO1.Cl,1,0,1
CCOc1ccccc1OCC1CNCCO1.Cl,1,0,1
CCOc1ccccc1OCC1CNCCO1.Cl,1,1,1
CC(C)(CCCCOCCCCC(C)(C)C(=O)O)C(=O)O,0,1,1
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,1,0,1
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,1,0,1
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,1,0,1
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,1,0,1
CC(O)CO.CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1.O,1,0,0
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=P([O-])([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])[O-].O=P([O-])([O-])OP(=O)([O-])[O-].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[H+].[H+].[H+].[H+].[H+].[H+].[H+].[H+].[H+],0,1,0
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)c(F)cc2[nH]1)[C@@H](C)OC,1,0,1
O=C(O)CCCO,1,0,0
OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,0,1,0
O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,1,1,1
O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,1,1,1
O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1,1,1,1
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)c(F)cc2[nH]1)[C@@H](C)OC,1,1,1
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)c(F)cc2[nH]1)[C@@H](C)OC,1,1,1
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)c(F)cc2[nH]1)[C@@H](C)OC,1,0,1
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)c(F)cc2[nH]1)[C@@H](C)OC,1,0,1
CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,1,0,1
CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,1,0,1
CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,0,0,1
CC(OC(=O)NCC1(CC(=O)O)CCCCC1)OC(=O)C(C)C,0,0,1
O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,1,1,1
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)c(F)cc2[nH]1)[C@@H](C)OC,1,1,1
[H][C@@]12C(=C[C@H](C)C[C@@H]1OC(=O)[C@@H](C)CC)C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1,1,1,1
CC12C=CC(O)C(Cl)=C1CCC1C2CCC2(C)C1CCC2(C)O,0,0,1
CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,1,0,0
NC(=O)c1ccn(-c2cnc(NC[C@]3(c4ncccc4F)C[C@H](F)C3)nc2)c1,1,1,1
NC(=O)c1ccn(-c2cnc(NC[C@]3(c4ncccc4F)C[C@H](F)C3)nc2)c1,1,1,1
CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)CNC(=O)[C@H](CC(N)=O)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](N)Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)O,1,0,0
[Cl-].[Na+],0,1,1
[H][C@@]12CC(=O)[C@H](CCCCCCC(=O)O)[C@@]1([H])CC[C@](O)(C(F)(F)CCCC)O2,1,0,0
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)c(F)cc2[nH]1)[C@@H](C)OC,1,0,1
COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2.O=C(OOC(=O)c1ccccc1)c1ccccc1,0,1,0
CCCNS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,1,0,0
CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,1,1,1
CCCCOCCOc1ccc(-c2ccc3c(c2)/C=C(/C(=O)Nc2ccc([S@@+]([O-])Cc4cncn4CCC)cc2)CCCN3CC(C)C)cc1,1,1,1
C[As](C)SC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O,1,1,1
[H][C@@]12CC[C@]([H])([C@H](C)CCC(=O)O)[C@@]1(C)CC[C@]1([H])[C@@]3(C)CC[C@@H](O)C[C@@]3([H])[C@@H](CC)[C@@H](O)[C@@]21[H],1,0,1
CONC(=O)Nc1ccc(-c2sc3c(c2CN(C)C)c(=O)n(-c2ccc(OC)nn2)c(=O)n3Cc2c(F)cccc2F)cc1,0,1,0
CNC1(c2ccccc2Cl)CCCCC1=O,1,0,1
Nc1ccncc1,0,0,1
COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,1,0,0
Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,0,0,1
Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O,0,0,1
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,0,1,0
C=CC1CC1(NC(=O)C1CC2CN1C(=O)C(C(C)(C)C)NC(=O)OC1CC1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1.CC(C)OC(=O)C(C)NP(=O)(OCC1OC(n2ccc(=O)[nH]c2=O)C(C)(Cl)C1O)Oc1ccccc1.COC(=O)NC(C(=O)N1CCCC1c1ncc(-c2cc(F)c3c(c2)OC(c2cnc(C4CC4)s2)n2c-3cc3cc(-c4cnc(C5CCCN5C(=O)C(NC(=O)OC)C(C)C)[nH]4)ccc32)[nH]1)C(C)C.O,1,0,1
C=CC1CC1(NC(=O)C1CC2CN1C(=O)C(C(C)(C)C)NC(=O)OC1CC1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1.CC(C)OC(=O)C(C)NP(=O)(OCC1OC(n2ccc(=O)[nH]c2=O)C(C)(Cl)C1O)Oc1ccccc1.COC(=O)NC(C(=O)N1CCCC1c1ncc(-c2cc(F)c3c(c2)OC(c2cnc(C4CC4)s2)n2c-3cc3cc(-c4cnc(C5CCCN5C(=O)C(NC(=O)OC)C(C)C)[nH]4)ccc32)[nH]1)C(C)C.O,1,0,0
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,0,1,0
[N]=O,1,0,1
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1,1,0,1
CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,1,0,1
NC[C@H]1CC[C@H](C(=O)O)CC1,1,0,0
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,0,0,1
CC(C)Cc1ccc(C(C)C(=O)O)cc1,1,0,0
CC(C)Cc1ccc(C(C)C(=O)O)cc1,1,0,0
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,0,1,0
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,1,0,0
COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,0,1,1
CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3,0,1,1
O=S(=O)(c1ccccc1)c1cnc2c(N3CCNCC3)cccc2c1,1,1,1
O=S(=O)(c1ccccc1)c1cnc2c(N3CCNCC3)cccc2c1,1,1,1
CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,0,0,1
[H][C@@]12C=C[C@H](O)[C@]3([H])Oc4c(O)ccc5c4[C@]13CCN(C)[C@]2([H])C5,1,0,0
CNC1(c2ccccc2Cl)CCCCC1=O,1,0,0
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,1,0,0
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,1,0,1
CN1Cc2c(Cl)cc(Cl)cc2[C@H](c2cccc(S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c3cccc([C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc54)c3)c2)C1,1,0,0
CN1Cc2c(Cl)cc(Cl)cc2[C@H](c2cccc(S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c3cccc([C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc54)c3)c2)C1,1,0,0
CN1Cc2c(Cl)cc(Cl)cc2[C@H](c2cccc(S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c3cccc([C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc54)c3)c2)C1,1,0,0
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,1,0,1
C=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5.Cl,1,0,0
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,1,1,1
CCCN1CCCCC1C(=O)Nc1c(C)cccc1C.Cl,1,0,1
N[C@]1(C(=O)O)C[C@@H]([18F])C1,1,0,1
Cc1occc(=O)c1[O-].Cc1occc(=O)c1[O-].Cc1occc(=O)c1[O-].[Fe+3],1,1,1
CCCc1c(SCCCOc2ccc(C(C)=O)c(OCCCC(=O)O)c2CCC)ccc(C(C)=O)c1O,1,1,1
[H][C@@]12CCC3=CC(=O)CC[C@]3(C)[C@@]1([H])CC[C@@]1(C)[C@@]2([H])CC[C@]1(OC(=O)CC)C(=O)CO,0,1,0
COC(=O)C(c1ccccc1)C1CCCCN1.Cl,0,1,0
CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,1,1,1
[H][C@@]1(C)CCN(c2nc3cc(Cl)ccc3o2)CCN1C(=O)c1cc(C)ccc1-n1nccn1,0,0,1
N[C@@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,1,1,1
CN1Cc2c(Cl)cc(Cl)cc2[C@H](c2cccc(S(=O)(=O)NCCOCCOCCNC(=O)NCCCCNC(=O)NCCOCCOCCNS(=O)(=O)c3cccc([C@@H]4CN(C)Cc5c(Cl)cc(Cl)cc54)c3)c2)C1,1,0,0
[H][C@@]12Oc3c(O)ccc4c3[C@@]13CCN(C)[C@]([H])(C4)[C@]3(O)CCC2=O,1,0,0
[H][C@@]12Oc3c(O)ccc4c3[C@@]13CCN(C)[C@]([H])(C4)[C@]3(O)CCC2=O,1,0,1
[H][C@@]12Oc3c(O)ccc4c3[C@@]13CCN(C)[C@]([H])(C4)[C@]3(O)CCC2=O,1,0,0
[H][C@@]12Oc3c(O)ccc4c3[C@@]13CCN(C)[C@]([H])(C4)[C@]3(O)CCC2=O,1,0,0
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],0,1,0
O.O.O.OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O.[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Na+].[Na+].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[OH-],1,1,1
CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)OC1C(C)OC(OCC2=CC=CCC(O)C(C)=CC(CC)C(OC3OC(C)(C)C(OC(=O)C(C)C)C(O)C3O)C(C)=CC(C)=CCC(C(C)O)OC2=O)C(OC)C1O,1,0,0
CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,0,1,0
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)c(F)cc2[nH]1)[C@@H](C)OC,1,1,1
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,1,0,1
[Fe+2].[Fe+3].[Fe+3].[O-2].[O-2].[O-2].[O-2],1,0,1
C[C@@H]1O[C@@H]1P(=O)(O)O,1,0,1
CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1,1,0,0
[H][C@@]12CC(=O)[C@H](CCCCCCC(=O)O)[C@@]1([H])CC[C@](O)(C(F)(F)CCCC)O2,1,0,1
CCOc1ccc(Cc2cc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)ccc2Cl)cc1,0,0,1
C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O,1,1,1
CC(C)C[C@H](NC(=O)[C@@H](O)[C@H](N)Cc1ccccc1)C(=O)O,1,0,1
CC(C)C[C@H](CN)CC(=O)O,1,0,1
CCC(C)C(NC(=O)CN)C(=O)NC(C(=O)NC(CCC(=O)O)C(=O)NC(CCC(N)=O)C(=O)NC1CSSCC2NC(=O)C(C(C)CC)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CSSCC(NC(=O)C(CC(C)C)NC(=O)C(Cc3c[nH]cn3)NC(=O)C(CCC(N)=O)NC(=O)C(CC(N)=O)NC(=O)C(NC(=O)C(N)Cc3ccccc3)C(C)C)C(=O)NCC(=O)NC(CO)C(=O)NC(Cc3c[nH]cn3)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(Cc3ccc(O)cc3)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(C(=O)NCC(=O)NC(CCC(=O)O)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(Cc3ccccc3)C(=O)NC(Cc3ccccc3)C(=O)NC(Cc3ccc(O)cc3)C(=O)NC(C(=O)NC(CCCCN)C(=O)N3CCCC3C(=O)NC(C(=O)O)C(C)O)C(C)O)CSSCC(C(=O)NC(CC(N)=O)C(=O)O)NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(CC(N)=O)NC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CCC(N)=O)NC(=O)C(Cc3ccc(O)cc3)NC(=O)C(CC(C)C)NC(=O)C(CO)NC2=O)NC1=O)C(C)C,0,1,1
[H][C@@]1(C)CCN(c2nc3cc(Cl)ccc3o2)CCN1C(=O)c1cc(C)ccc1-n1nccn1,0,0,1
CC(C)CC(NC(=O)C1CSSCC2NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)O)NC(=O)C(NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(N)CC(N)=O)CSSCC(NC(=O)C(C)NC(=O)C(C(C)C)NC(=O)C(CC(N)=O)NC(=O)C(C(C)C)NC2=O)C(=O)NC(C(C)O)C(=O)NCC(=O)N1)C(=O)O,1,1,0
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,0,0,1
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)c(F)cc2[nH]1)[C@@H](C)OC,1,1,1
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,0,1,1
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)c(F)cc2[nH]1)[C@@H](C)OC,0,1,1
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1nc2cc([C@H]3CC[C@H](c4cc5nc([C@@H]6CCCN6C(=O)[C@@H](NC(=O)OC)[C@@H](C)OC)[nH]c5cc4F)N3c3cc(F)c(N4CCC(c5ccc(F)cc5)CC4)c(F)c3)c(F)cc2[nH]1)[C@@H](C)OC,1,1,1
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0,1,1
CCS(=O)(=O)N1CC(CC#N)(n2cc(-c3ncnc4[nH]ccc34)cn2)C1,0,1,1
COc1ccc2[n-]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1.COc1ccc2[n-]c(S(=O)Cc3ncc(C)c(OC)c3C)nc2c1.O.O.O.[Mg+2],0,1,1
CCCCCCCCCCCC(=O)OCC(O)CO,0,1,0
CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,0,0,1
COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,1,1,1
CN1C(=O)C(C)(C)Oc2c(-c3cn(C)c(=O)c4[nH]ccc34)cc(S(C)(=O)=O)cc21,1,1,1
CN1C(=O)C(C)(C)Oc2c(-c3cn(C)c(=O)c4[nH]ccc34)cc(S(C)(=O)=O)cc21,0,1,0
CN1C(=O)C(C)(C)Oc2c(-c3cn(C)c(=O)c4[nH]ccc34)cc(S(C)(=O)=O)cc21,1,1,1
CC(=O)Nc1ccc(O)cc1.CC(CN1c2ccccc2Sc2ccccc21)N(C)C.COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,0,0,1
CC(=O)Nc1ccc(O)cc1.CC(CN1c2ccccc2Sc2ccccc21)N(C)C.COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,1,0,1
CC(=O)Nc1ccc(O)cc1.CC(CN1c2ccccc2Sc2ccccc21)N(C)C.COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,1,0,1
CC(=O)Nc1ccc(O)cc1.CC(CN1c2ccccc2Sc2ccccc21)N(C)C.COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,1,0,1
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(CCN2CCCCC2)CC(C)C(=O)C=CC(C)=CC1CN1CCCCC1,1,1,1
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,1,0,1
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,1,0,1
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,1,0,1
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,1,0,1
O=[N+]([O-])OCC(CO[N+](=O)[O-])O[N+](=O)[O-],1,1,1
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,1,0,0
OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(OCCOC4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,1,1,1
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,1,0,1
COC1=C(OC)[C@H](O)[C@H](C/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@@H](C)C1=O,1,0,0
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,0,1,0
[H][C@@]12CCc3cc(O)ccc3[C@@]1([H])CC[C@]1(C)[C@@H](O)[C@H](O)[C@H](O)[C@@]21[H],0,1,0
O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,1,1,1
Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,1,0,1
CCCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,1,1,1
