idx,mol_id,smiles,scaffold,split
1027,TOX24679,CCCCCCCCP(=O)(O)O,CCCCCCCCP(=O)(O)O,val
1036,TOX31646,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC=C(C(C)=O)[C@@]4(C)CC[C@@H]32)C1,C1=CC2CCC3C4CCCCC4=CCC3C2C1,val
1040,TOX28774,CC(=O)O[C@@H]1C(=O)O[C@H]2[C@@H](OC(C)=O)C(=O)O[C@@H]12,O=C1CC2OC(=O)CC2O1,val
1041,TOX28773,N[C@H]1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4C[C@H]4F)c3c2Cl)CC12CC2,O=c1ccn(C2CC2)c2cc(N3CCC4(CC4)C3)ccc12,val
1043,TOX28771,CO[C@]1(NC(=O)CSC(F)F)C(=O)N2C(C(=O)O)=C(CSc3nnnn3CCO)CO[C@H]21,O=C1CC2OCC(CSc3nnn[nH]3)=CN12,val
1059,TOX5017,CC(C)(OOC(C)(C)c1ccccc1)c1ccccc1,c1ccc(COOCc2ccccc2)cc1,val
1065,TOX24508,Cl[Ba]Cl,Cl[Ba]Cl,val
1110,TOX7567,CC(C)(CCl)C(=O)Cl,CC(C)(CCl)C(=O)Cl,val
1124,TOX28506,N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,O=C(CC12CC3CC(CC(C3)C1)C2)N1CCC2CC21,val
1132,TOX26698,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2,O=C1c2ccccc2CC1CC1CCN(Cc2ccccc2)CC1,val
1136,TOX26695,CNC1CCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2OC)C1,O=c1ccn(C2CC2)c2cc(N3CCCCC3)ccc12,val
1140,TOX26691,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,C(#Cc1ccccn1)c1ccc2c(c1)CCCS2,val
1148,TOX20693,CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,CC(=O)OC(CC(=O)[O-])C[N+](C)(C)C,val
1162,TOX28966,C[C@@H](C1=C(CCN(C)C)Cc2ccccc21)c1ccccn1,C1=C(Cc2ccccn2)c2ccccc2C1,val
1165,TOX24998,FC(F)(F)C(=NOCC1OCCO1)c1ccc(Cl)cc1,C(=NOCC1OCCO1)c1ccccc1,val
1178,TOX1253,O=C1[N-]S(=O)(=O)c2ccccc21,O=C1[N-]S(=O)(=O)c2ccccc21,val
1179,TOX7367,C=CCCCCCCCCCCCC,C=CCCCCCCCCCCCC,val
1194,TOX25828,CC1CC(OC(=O)C(O)c2ccccc2)CC(C)(C)N1C,O=C(Cc1ccccc1)OC1CCNCC1,val
1204,TOX7092,CCOC(=O)CC(C)=O,CCOC(=O)CC(C)=O,val
1206,TOX7094,CCCCC(CC)COC(=O)/C=C\C(=O)OCC(CC)CCCC,CCCCC(CC)COC(=O)C=CC(=O)OCC(CC)CCCC,val
1209,TOX7097,CC(=O)[O-].CC(=O)[O-].[Mg+2],CC(=O)[O-].CC(=O)[O-].[Mg+2],val
1239,TOX462,OCCOCCO,OCCOCCO,val
1240,TOX6418,CC(C)(C)S,CC(C)(C)S,val
1252,TOX5809,CCCCCCCC/C=C\CCCCCCCC(=O)O,CCCCCCCCC=CCCCCCCCC(=O)O,val
1254,TOX3123,COS(=O)(=O)[O-].C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1,c1ccc(C(CN2CC[NH2+]CC2)C2CCCCC2)cc1,val
1256,TOX5804,C=CCCCCCC,C=CCCCCCC,val
1272,TOX11380,O=C1NC2NC(=O)NC2N1,O=C1NC2NC(=O)NC2N1,val
1281,TOX26202,Cc1cnc(C(=O)O)c[n+]1[O-],c1c[nH+]ccn1,val
1287,TOX4311,O=C([O-])CF,O=C([O-])CF,val
1289,TOX7950,C=CC(=O)OCCOCC(CC)(COCCOC(=O)C=C)COCCOC(=O)C=C,C=CC(=O)OCCOCC(CC)(COCCOC(=O)C=C)COCCOC(=O)C=C,val
1295,TOX4038,OCC(Cl)CCl,OCC(Cl)CCl,val
1302,TOX7122,COC(OC)OC,COC(OC)OC,val
1306,TOX27405,CCCC(=O)OCCC(C)CCC=C(C)C,CCCC(=O)OCCC(C)CCC=C(C)C,val
1307,TOX27406,C=CCc1ccc(OC(=O)Cc2ccccc2)c(OC)c1,O=C(Cc1ccccc1)Oc1ccccc1,val
1317,TOX31566,N#CC1(c2ccc(F)cc2)CCC(=O)CC1,O=C1CCC(c2ccccc2)CC1,val
1320,TOX31561,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,O=C1c2ccccc2COc2ccccc21,val
1328,TOX20758,CC1(C)CCC(C)(C)c2cc(C(=O)Nc3ccc(C(=O)O)cc3)ccc21,O=C(Nc1ccccc1)c1ccc2c(c1)CCCC2,val
1335,TOX24832,COC(C=C(C)CCC=C(C)C)OC,COC(C=C(C)CCC=C(C)C)OC,val
1368,TOX28570,C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21,O=c1ccn(C2CC2)c2cc(-c3ccc4c(c3)CNC4)ccc12,val
1369,TOX28573,CNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NC)CC(=O)[O-])CC(=O)[O-].[Gd+3],CNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NC)CC(=O)[O-])CC(=O)[O-].[Gd+3],val
1395,TOX28753,COc1ccc2c(C(=O)c3ccc(Cl)cc3)c(C)n(CC(=O)O)c2c1,O=C(c1ccccc1)c1c[nH]c2ccccc12,val
1399,TOX7133,CCOP(=S)(S)OCC,CCOP(=S)(S)OCC,val
1412,TOX1866,CCCCOC(=O)CCCCC(=O)OCCCC,CCCCOC(=O)CCCCC(=O)OCCCC,val
1429,TOX21253,CC1OC(=O)C(C)OC1=O,O=C1COC(=O)CO1,val
1432,TOX21256,OCCCCCO,OCCCCCO,val
1436,TOX29002,CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,O=C1Cc2ccccc2Sc2ccccc21,val
1439,TOX29001,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(/C(N)=N/O)cc1)C1CCCCC1,O=C(NCc1ccccc1)C1CCN1C(=O)CC1CCCCC1,val
1446,TOX27525,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21,C1=CC2=CCCCC2CC1,val
1463,TOX26835,CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,C=C1c2ccccc2Cc2ccccc21,val
1464,TOX27364,O=C(N[C@H](c1ccccc1)[C@@H]1CN2CCC1CC2)c1c(Cl)ccc(C(F)(F)F)c1Cl,O=C(NC(c1ccccc1)C1CN2CCC1CC2)c1ccccc1,val
1469,TOX26418,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,NC(CSSCC(N)C(=O)O)C(=O)O,val
1494,TOX1277,C/C=C/C=C/C(=O)O,CC=CC=CC(=O)O,val
1511,TOX25802,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,c1ccc(C(CCN2CCCCC2)C2CCCCC2)cc1,val
1534,TOX9688,[Fe+2],[Fe+2],val
1546,TOX14590,CSC1=N[C@@](C)(c2ccccc2)C(=O)N1Nc1ccccc1,O=C1C(c2ccccc2)N=CN1Nc1ccccc1,val
1554,TOX26776,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,c1ccc(-c2noc(-c3ccccc3)n2)cc1,val
1567,TOX26772,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,c1csc(CCNC2CCc3ccccc3C2)c1,val
1570,TOX14625,CO/N=C(/C1=NOCCO1)c1ccccc1Oc1ncnc(Oc2ccccc2Cl)c1F,N=C(C1=NOCCO1)c1ccccc1Oc1cc(Oc2ccccc2)ncn1,val
1583,TOX1340,CC(N)=S,CC(N)=S,val
1596,TOX26778,C[C@]12O[C@H](C[C@]1(O)CO)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,O=C1NCc2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1CCC3O1,val
1606,TOX1413,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr,val
1621,TOX27132,CSCCCN=C=S,CSCCCN=C=S,val
1625,TOX31540,CN1CCC(N(Cc2ccccc2)c2ccccc2)CC1,c1ccc(CN(c2ccccc2)C2CCNCC2)cc1,val
1628,TOX27139,O=C1CCCC=CCCCCCCCCCC1,O=C1CCCC=CCCCCCCCCCC1,val
1631,TOX5427,CC(C)(O)C#N,CC(C)(O)C#N,val
1637,TOX5429,Oc1ccc2cc(SSc3ccc4cc(O)ccc4c3)ccc2c1,c1ccc2cc(SSc3ccc4ccccc4c3)ccc2c1,val
1668,TOX14365,C=CCOC(=O)C(C)(C)OC(=O)c1cc(-n2c(=O)cc(C(F)(F)F)n(C)c2=O)ccc1Cl,O=c1cc[nH]c(=O)n1-c1ccccc1,val
1669,TOX24818,CCCCCCC(CO)CCCC,CCCCCCC(CO)CCCC,val
1672,TOX24812,COC(C)CCO,COC(C)CCO,val
1691,TOX4448,C=CCSSCCC,C=CCSSCCC,val
1714,TOX7388,CC(C)CCCCCOC(=O)CCCCC(=O)OCCCCCC(C)C,CC(C)CCCCCOC(=O)CCCCC(=O)OCCCCCC(C)C,val
1727,TOX345,CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Cu+2],CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Cu+2],val
1736,TOX25606,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CCN(C)C2,C1=CC23CCNCc4cccc(c42)OC3CC1,val
1737,TOX1653,CCCCC=O,CCCCC=O,val
1748,TOX14223,CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,O=C(NCc1ccccc1)c1ccn[nH]1,val
1751,TOX5279,C=C(C#N)C(=O)OCC,C=C(C#N)C(=O)OCC,val
1756,TOX27305,CNC(=O)[C@H]1O[C@@H](n2cnc3c(NCc4cc(Cl)ccc4OCc4cc(C)no4)ncnc32)[C@H](O)[C@@H]1N,c1ccc(OCc2ccno2)c(CNc2ncnc3c2ncn3C2CCCO2)c1,val
1761,TOX20652,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@]4(C)CC[C@@H]1C32OO4,O=C1CC2CCCC3CCC4OOC32C(O1)O4,val
1774,TOX26430,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12,O=C1CC2SC(C3CCCO3)=CN12,val
1792,TOX31547,Cc1cccc(N(C)C(=S)Oc2ccc3c(c2)C2CCC3C2)c1,S=C(Nc1ccccc1)Oc1ccc2c(c1)C1CCC2C1,val
1799,TOX7322,O=C1CCCCCCCCCCC1,O=C1CCCCCCCCCCC1,val
1830,TOX24378,CCCCC(CC)COC(=O)CC#N,CCCCC(CC)COC(=O)CC#N,val
1839,TOX25685,CC1(c2ccccc2)OC(C(=O)O)=CC1=O,O=C1C=COC1c1ccccc1,val
1860,TOX3166,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)O)c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I,O=C(CNC(=O)c1ccccc1)Nc1ccccc1,val
1890,TOX7916,CCC(C)(CCC(C)C)C(=O)O,CCC(C)(CCC(C)C)C(=O)O,val
1894,TOX15206,C=CCSSCC=C,C=CCSSCC=C,val
1912,TOX5401,C=CC(=O)OCCCCCCOC(=O)C=C,C=CC(=O)OCCCCCCOC(=O)C=C,val
1913,TOX8120,C=CC(C)(C)CC(=O)OC,C=CC(C)(C)CC(=O)OC,val
1936,TOX9233,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,O=C(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,val
1948,TOX28821,CCN(CC)CCc1c[nH]c2ccccc12.CCN(CC)CCc1c[nH]c2ccccc12,c1ccc2[nH]ccc2c1.c1ccc2[nH]ccc2c1,val
1960,TOX25167,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,O=C1c2ccccc2NCN1c1ccccc1,val
1968,TOX99,COc1cccc2c1cc([N+](=O)[O-])c1c(C(=O)[O-])cc3c(c12)OCO3,c1ccc2c(c1)ccc1ccc3c(c12)OCO3,val
1984,TOX28796,C[C@H]1N=C(N)O[C@H]1c1ccccc1,C1=NCC(c2ccccc2)O1,val
1985,TOX4437,C=CCOC(C)=O,C=CCOC(C)=O,val
1986,TOX1156,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,val
1996,TOX2171,CCCCCCCCCCN,CCCCCCCCCCN,val
2013,TOX18857,CSc1ccc(C(=O)C(C)(C)N2CCOCC2)cc1,O=C(CN1CCOCC1)c1ccccc1,val
2024,TOX21217,CC(C)(O)C(Cl)(Cl)Cl,CC(C)(O)C(Cl)(Cl)Cl,val
2027,TOX24810,CCC(C)CCCC(C)(C)O,CCC(C)CCCC(C)(C)O,val
2037,TOX26189,CC(CNC(=O)c1cccnc1)NC(=O)c1cccnc1,O=C(NCCNC(=O)c1cccnc1)c1cccnc1,val
2046,TOX27324,OCC(CO)n1cnc(-c2ccc(F)cc2)c1-c1ccnc(Oc2ccccc2)n1,c1ccc(Oc2nccc(-c3[nH]cnc3-c3ccccc3)n2)cc1,val
2075,TOX21289,CCCCCCCCCCCCCC[N+](C)(C)C,CCCCCCCCCCCCCC[N+](C)(C)C,val
2083,TOX27582,CCCCCCOC(=O)CC,CCCCCCOC(=O)CC,val
2084,TOX27585,CC/C=C\CCOC(=O)C(C)C,CCC=CCCOC(=O)C(C)C,val
2097,TOX28496,CCN(CC)C(=O)c1cc(S(=O)(=O)Cc2ccccc2)c(N2CCC(c3ccccc3)CC2)cc1N(CC)CCN(C)C,O=S(=O)(Cc1ccccc1)c1ccccc1N1CCC(c2ccccc2)CC1,val
2109,TOX28678,COc1ccc(C2NC(=S)N3C(c4ccc(OC)c(OC)c4)NC(=S)N23)cc1OC,S=C1NC(c2ccccc2)N2C(=S)NC(c3ccccc3)N12,val
2115,TOX28672,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1,O=C(Nc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccccc1NS(=O)(=O)c1cccs1,val
2135,TOX24227,CCCN[C@H]1CCc2nc(N)sc2C1,c1nc2c(s1)CCCC2,val
2143,TOX24346,CC1=C2N=C(C=C3N=C(C(C)=C4[C@@H](CCC(N)=O)[C@](C)(CC(N)=O)[C@](C)([C@@H]5N=C1[C@](C)(CCC(=O)NC[C@@H](C)OP(=O)([O-])O[C@@H]1[C@@H](CO)O[C@H](n6cnc7cc(C)c(C)cc76)[C@@H]1O)[C@H]5CC(N)=O)N4[Co+]C#N)[C@@](C)(CC(N)=O)[C@@H]3CCC(N)=O)C(C)(C)[C@@H]2CCC(N)=O,O=C(CCC1CC2N=C1C=C1CCC(=N1)C=C1CCC(=N1)C=C1CCC2N1)NCCO[PH](=O)OC1COC(n2cnc3ccccc32)C1,val
2149,TOX624,CN(C)C(=S)[S-].CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Fe+3],CN(C)C(=S)[S-].CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Fe+3],val
2151,TOX3054,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,O=C(NCC1CCCCN1)c1ccccc1,val
2164,TOX6516,O=C1OC(=O)C2CC=CCC12,O=C1OC(=O)C2CC=CCC12,val
2175,TOX197,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,O=C(NC1OC2C3CCCN3C(=O)CN2C1=O)C1C=C2c3cccc4[nH]cc(c34)CC2NC1,val
2181,TOX3145,CC1(C)C(/C=C\C=C/C=C\C=C2\N(CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,C(=CC=CC1=[NH+]c2ccc3ccccc3c2C1)C=CC=C1Cc2c(ccc3ccccc23)N1,val
2184,TOX3638,COc1cc([C@@H]2c3cc4c(cc3C(O[C@@H]3O[C@@H]5COC(c6cccs6)O[C@H]5[C@H](O)[C@H]3O)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1O,O=C1OCC2C(OC3CCC4OC(c5cccs5)OCC4O3)c3cc4c(cc3C(c3ccccc3)C12)OCO4,val
2188,TOX23763,CN1C(=O)C[C@@H](C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N2CCC[C@H]2C(N)=O)NC1=O,O=C1CC(C(=O)NC(Cc2c[nH]cn2)C(=O)N2CCCC2)NC(=O)N1,val
2193,TOX7647,C=C(C)C(=O)OCCC[Si](Cl)(Cl)Cl,C=C(C)C(=O)OCCC[Si](Cl)(Cl)Cl,val
2195,TOX14936,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1,O=C(Nc1ncccn1)NS(=O)(=O)c1ccccc1,val
2212,TOX31586,Cc1[nH]cnc1-c1ccc(Cl)cc1,c1ccc(-c2c[nH]cn2)cc1,val
2237,TOX26847,CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,O=C(OC1CCNCC1)C(c1ccccc1)c1ccccc1,val
2286,TOX2153,CCCC[Sn](CCCC)(CCCC)CCCC,CCCC[Sn](CCCC)(CCCC)CCCC,val
2307,TOX1767,COC(C)=O,COC(C)=O,val
2312,TOX28580,COC(=O)C1=C(C)NC(C)=C(C(=O)O[C@H]2CCN(Cc3ccccc3)C2)[C@H]1c1cccc([N+](=O)[O-])c1,O=C(OC1CCN(Cc2ccccc2)C1)C1=CNC=CC1c1ccccc1,val
2326,TOX12878,CC(O)CC(C)O,CC(O)CC(C)O,val
2341,TOX26820,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,CCCCCC=CCC=CCCCCCCCC(=O)OCC,val
2348,TOX26479,CC(=C\c1ccccc1)/C=C1/SC(=S)N(CC(=O)O)C1=O,O=C1NC(=S)SC1=CC=Cc1ccccc1,val
2349,TOX26472,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,O=C(CCCN1CCC(OC(c2ccccc2)c2ccccc2)CC1)c1ccccc1,val
2350,TOX26470,COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1,S=C(Nc1ccccn1)Oc1ccc2c(c1)CCCC2,val
2354,TOX26475,COc1cc(C(=O)N2CCCCCCC2)cc(OC)c1OC,O=C(c1ccccc1)N1CCCCCCC1,val
2360,TOX4621,COCCOCCOC,COCCOCCOC,val
2361,TOX8038,CCCCNC(=O)OCC#CI,CCCCNC(=O)OCC#CI,val
2369,TOX31441,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,O=c1[nH]c(=O)c2[nH]c(C=Cc3ccccc3)nc2[nH]1,val
2401,TOX28611,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,c1ccc2[nH]c(-c3n[nH]c4ncncc34)cc2c1,val
2423,TOX13179,O=C(O)CCC(=O)C(=O)O,O=C(O)CCC(=O)C(=O)O,val
2432,TOX12552,CC(C)N(C(=O)COc1nnc(C(F)(F)F)s1)c1ccc(F)cc1,O=C(COc1nncs1)Nc1ccccc1,val
2452,TOX24796,C=CC(=O)O[Sn](CCCC)(CCCC)CCCC,C=CC(=O)O[Sn](CCCC)(CCCC)CCCC,val
2453,TOX5046,CCCCOCCOCCOCCCC,CCCCOCCOCCOCCCC,val
2455,TOX1949,C#CC(C)(C)O,C#CC(C)(C)O,val
2486,TOX26283,CN1CCC(O)(c2ccc(F)cc2)C(C(=O)c2ccc(F)cc2)C1,O=C(c1ccccc1)C1CNCCC1c1ccccc1,val
2491,TOX5440,NCCCNCCCN,NCCCNCCCN,val
2494,TOX6932,C=CCCCCCCCCCCCCCCCC,C=CCCCCCCCCCCCCCCCC,val
2495,TOX6933,CCCCCCCC/C=C\CCCCCCCCN,CCCCCCCCC=CCCCCCCCCN,val
2505,TOX26863,O=C(C[C@@H]1NCCC[C@H]1O)Cn1cnc2cc(Br)c(Cl)cc2c1=O,O=C(CC1CCCCN1)Cn1cnc2ccccc2c1=O,val
2506,TOX26862,C/C(=C\c1csc(C)n1)C1C[C@@H]2O[C@]2(C)CCC[C@H](C)C(O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1,O=C1CCCCCCC2OC2CC(C=Cc2cscn2)OC(=O)CCC1,val
2519,TOX20134,CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,c1ccc2c(c1)c1c3n2CCC2CCCN(CC1)C32,val
2599,TOX29372,O=c1[nH]cnc2ccccc12,O=c1[nH]cnc2ccccc12,val
2604,TOX26673,N=C(N)NCCCC[C@@H]1NC(=O)CCSSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O,O=C1CCSSCCNC(=O)C2CCCN2C(=O)C(Cc2c[nH]c3ccccc23)NC(=O)CNC(=O)CNC(=O)CN1,val
2614,TOX26495,Cn1c(NCCN(CCO)CCCc2ccc([N+](=O)[O-])cc2)cc(=O)n(C)c1=O,O=c1cc(NCCNCCCc2ccccc2)[nH]c(=O)[nH]1,val
2625,TOX4641,OCC(CBr)(CBr)CBr,OCC(CBr)(CBr)CBr,val
2636,TOX31467,CCOCCn1c(C2CCN(CCc3ccc(C(C)(C)C(=O)O)cc3)CC2)nc2ccccc21,c1ccc(CCN2CCC(c3nc4ccccc4[nH]3)CC2)cc1,val
2638,TOX31469,COc1cc2c(cc1OC)C(=O)CC2,O=C1CCc2ccccc21,val
2640,TOX29096,OCCCCCCCl,OCCCCCCCl,val
2658,TOX1584,CC(C)=CC(=O)C=C(C)C,CC(C)=CC(=O)C=C(C)C,val
2671,TOX5117,CSSC,CSSC,val
2681,TOX1636,CC(C)C(=O)O,CC(C)C(=O)O,val
2687,TOX1631,Cc1cc(N)no1,c1cnoc1,val
2689,TOX25665,O=C(O)Cc1nn(Cc2ccc(Br)cc2F)c(=O)c2ccccc12,O=c1c2ccccc2cnn1Cc1ccccc1,val
2692,TOX25660,Cc1ccc2c(c1)c1c3n2CCNC3CCC1,c1ccc2c(c1)c1c3n2CCNC3CCC1,val
2721,TOX25441,CN1CCOC(c2ccccc2)c2ccccc2C1,c1ccc(C2OCCNCc3ccccc32)cc1,val
2728,TOX7297,O=C(O)CCCCCCCCCCC(=O)O,O=C(O)CCCCCCCCCCC(=O)O,val
2745,TOX3180,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,O=c1[nH]ncn1-c1ccc(N2CCN(c3ccc(OCC4COC(Cn5cncn5)(c5ccccc5)O4)cc3)CC2)cc1,val
2748,TOX3188,O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,O=C(c1ccccc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,val
2751,TOX3679,Clc1ccc2nsnc2c1NC1=NCCN1,c1cc(NC2=NCCN2)c2nsnc2c1,val
2760,TOX226,[Cd+2],[Cd+2],val
2798,TOX6913,CCCCCCCCCCCC,CCCCCCCCCCCC,val
2804,TOX26803,Nc1nc(=O)c(Br)c(-c2ccccc2)[nH]1,O=c1cc(-c2ccccc2)[nH]cn1,val
2806,TOX26808,C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)C[C@H]3O[C@@]312,O=c1ccc(C2CC3OC34C2CCC2C3CCCCC3CCC24)co1,val
2809,TOX7534,C[N+](C)(C)CC(O)CCl,C[N+](C)(C)CC(O)CCl,val
2812,TOX20152,OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,c1ccc(OC2CCCCO2)cc1,val
2814,TOX7530,C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,C=C(C)C(=O)OCC(CC)(COC(=O)C(=C)C)COC(=O)C(=C)C,val
2824,TOX24899,CC(C)CC(C)(N)C#N,CC(C)CC(C)(N)C#N,val
2831,TOX9160,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,val
2832,TOX1351,[SnH2+2],[SnH2+2],val
2834,TOX1354,C1=CCC([Ti+2]C2=CC=CC2)=C1,C1=CCC([Ti+2]C2=CC=CC2)=C1,val
2853,TOX3868,CC1(C)CNC(=NN=C(/C=C/c2ccc(C(F)(F)F)cc2)/C=C/c2ccc(C(F)(F)F)cc2)NC1,C(=Cc1ccccc1)C(C=Cc1ccccc1)=NN=C1NCCCN1,val
2863,TOX28159,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3.CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,c1ccc2c(c1)CC1NCCc3cccc-2c31.c1ccc2c(c1)CC1NCCc3cccc-2c31,val
2867,TOX2113,C=CC(Cl)CCl,C=CC(Cl)CCl,val
2885,TOX14722,Cc1c(C(=O)c2cnn(C)c2O)ccc(S(C)(=O)=O)c1C1=NOCC1,O=C(c1cn[nH]c1)c1cccc(C2=NOCC2)c1,val
2902,TOX26127,COc1ccc(C(=O)c2c(C)n(CCN3CCOCC3)c3ccccc23)cc1,O=C(c1ccccc1)c1cn(CCN2CCOCC2)c2ccccc12,val
2906,TOX29355,CC(C)(C)C(=O)CC(=O)C(C)(C)C,CC(C)(C)C(=O)CC(=O)C(C)(C)C,val
2916,TOX24485,CCOC(=O)C=CC(=O)O,CCOC(=O)C=CC(=O)O,val
2923,TOX27292,NCC1(Cc2noc(=O)[nH]2)CCCCC1,O=c1[nH]c(CC2CCCCC2)no1,val
2925,TOX27294,CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)ccc3F)cn12,c1ccc(-c2ncoc2-c2ccc3nncn3c2)cc1,val
2927,TOX27296,O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21,O=c1[nH]c2ccccc2c(=O)n1Cc1ccccc1,val
2929,TOX27529,CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-],CC(=O)NCCCS(=O)(=O)[O-].CC(=O)NCCCS(=O)(=O)[O-],val
2932,TOX4667,C(CCOCC1CO1)COCC1CO1,C(CCOCC1CO1)COCC1CO1,val
2974,TOX1658,CCC=O,CCC=O,val
2977,TOX1650,CC(=O)C(=O)O,CC(=O)C(=O)O,val
