NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,mol_id,smiles,MolWt,LogP,TPSA,HDonors,HAcceptors,RotBonds,RingCount,AromaticRings,ExactMolWt
1,1,0,0,0,0,0,0,0,0,,0,TOX1384,FC(Cl)(Cl)Cl,137.368,2.2836,0,0,0,0,0,0,135.9049613
0,0,0,,,0,0,1,0,,1,1,TOX1385,O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl,296.562,3.2585000000000006,37.38,0,3,1,2,1,294.9028324
0,0,0,0,0,0,0,1,0,0,,0,TOX1388,O=C(O)COc1cc(Cl)c(Cl)cc1Cl,255.48399999999998,3.1102000000000007,46.53,1,2,3,1,1,253.93042705999997
0,,0,0,0,0,0,1,0,0,0,0,TOX1389,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,257.437,2.1609000000000003,55.760000000000005,1,4,3,0,0,255.92257840599999
1,1,,,,0,0,0,0,0,1,0,TOX25646,CC(=O)OCC(=O)[C@@]1(OC(C)=O)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,494.53100000000023,2.9853000000000014,106.97000000000001,1,7,4,4,0,494.2116098
0,0,0,0,,0,0,0,0,0,,0,TOX6633,CN(C)C1CCCCC1,127.23100000000001,1.8806999999999998,3.24,0,1,1,1,0,127.13609954399999
0,0,0,0,0,0,0,0,0,0,0,0,TOX6631,O=C(Cl)c1ccccc1,140.569,2.0656,17.07,0,1,1,1,1,140.0028925
,,,,,,,0,,,,,TOX25649,C[C@@H](N)C(=O)O,89.09399999999998,-0.5818,63.32000000000001,2,2,1,0,0,89.04767846
0,0,1,0,1,1,0,1,0,0,,,TOX17522,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,393.85400000000016,3.878200000000003,55.84,0,6,8,2,1,393.00251433399995
0,0,0,0,0,0,0,,0,0,0,0,TOX17523,CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1,288.28400000000005,3.468320000000002,70.54,0,6,7,1,1,288.12389378200004
0,0,,0,0,0,0,0,0,0,0,0,TOX17527,CCOc1ccc(NC(=O)OC(C)C)cc1OCC,267.325,3.440900000000002,56.790000000000006,1,4,6,1,1,267.1470582
0,0,1,,,0,,1,0,,0,,TOX1168,CCCCCCCCS(=O)C(C)Cc1ccc2c(c1)OCO2,324.4860000000001,4.455500000000004,35.53,0,3,10,2,1,324.17591575599994
0,0,0,0,0,0,0,0,0,0,0,0,TOX4409,CC(=O)c1ccccn1,121.13899999999997,1.2842,29.96,0,2,1,1,1,121.0527638
0,0,1,0,0,0,0,0,0,0,,0,TOX1166,CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2,338.44400000000013,3.7177000000000024,46.150000000000006,0,5,13,2,1,338.2093240599999
0,0,0,0,,,0,0,0,0,0,0,TOX1165,C1CCNCC1,85.15,0.7599,12.03,1,1,0,1,0,85.08914935199999
0,0,0,0,0,0,0,0,0,0,0,0,TOX1162,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,208.261,1.1618000000000002,44.12,0,4,3,2,1,208.1211778
0,0,0,0,0,0,0,,0,,0,0,TOX1163,C[C@@H]1CC=CC=CC=CC=C[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@H]3O[C@@H]3C=CC(=O)O1)C[C@H](O)[C@H]2C(=O)O,665.7330000000004,0.11970000000000325,230.98999999999995,7,13,3,4,0,665.3047405639999
0,0,1,0,0,0,0,0,0,0,0,0,TOX1160,Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl,241.46099999999998,2.3222,76.21,2,3,1,1,1,239.9260104
0,0,0,0,0,0,0,0,0,0,0,0,TOX2128,C=C(C)C(=O)OCCO,130.143,0.098,46.53,1,3,3,0,0,130.0629942
0,0,0,0,1,0,0,1,0,0,0,0,TOX2123,C=CC(=O)OCCO,116.11599999999999,-0.2921,46.53,1,3,3,0,0,116.0473441
0,0,0,0,0,0,0,0,0,0,0,0,TOX2121,O=P(c1ccccc1)(c1ccccc1)c1ccccc1,278.291,3.3260000000000014,17.07,0,1,3,3,3,278.0860517
0,0,1,0,1,0,0,0,0,,0,0,TOX2120,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,342.875,5.420300000000004,18.46,0,5,8,1,1,341.9738571
0,0,0,,1,1,,1,0,0,1,,TOX2127,Oc1ccc(Oc2ccccc2)cc1,186.21,3.1845000000000017,29.46,1,2,2,2,2,186.0680796
0,0,0,0,0,0,0,0,0,0,,0,TOX2124,C#CC(O)CCCCC,126.19900000000001,1.5608,20.23,1,1,4,0,0,126.1044651
0,0,0,,,0,,,,,1,,TOX3835,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,670.855,3.092400000000003,166.75,5,7,12,5,3,670.3842687
0,0,0,0,0,0,0,0,0,0,,0,TOX3833,C[Si](C)=O,74.15499999999999,0.6679999999999999,17.07,0,1,0,0,0,74.01879134
0,0,,1,0,0,0,0,0,0,,0,TOX24737,CCOc1cc([N+](=O)[O-])c(OCC)cc1N1CCOCC1,296.32300000000004,2.2287999999999997,74.07000000000001,0,6,6,2,1,296.1372217
0,0,0,0,0,0,0,,0,,0,0,TOX24735,O=S(=O)([O-])c1cccc(S(=O)(=O)[O-])c1,236.22599999999997,-0.5052,114.4,0,6,2,1,1,235.94602700782002
0,0,0,0,0,0,0,0,0,0,0,0,TOX24734,CN(C)CCOCCN(C)CCO,190.28699999999998,-0.5113,35.94,1,4,8,0,0,190.1681279
0,0,0,0,0,0,0,0,0,0,0,0,TOX24733,O=C([O-])c1cccc([N+](=O)[O-])c1,166.11199999999997,-0.0417,83.27,0,4,2,1,1,166.0145812
0,0,1,0,0,0,0,1,0,0,1,,TOX24731,O=C1NC(=O)c2cccc3cccc1c23,197.19299999999998,1.7234,46.17,1,2,0,3,2,197.0476785
0,,0,0,0,0,1,0,0,0,,0,TOX24738,CCOC(=O)C1=NN(c2ccccc2)C(=O)C1,232.239,1.3424,58.97,0,4,3,2,1,232.0847922
0,0,0,0,0,0,0,0,0,1,0,0,TOX18808,C=C[Si]1(C)O[Si](C)(C=C)O[Si](C)(C=C)O[Si](C)(C=C)O1,344.66400000000004,3.255200000000002,36.92,0,4,4,1,0,344.07516536799994
0,0,0,0,0,0,0,0,0,0,0,0,TOX18800,CCCCOC(=O)CCC(C)=O,172.22399999999996,1.6989,43.370000000000005,0,3,6,0,0,172.1099444
0,0,1,,1,0,0,0,1,0,0,0,TOX18801,c1ccc(CNc2ncnc3c2ncn3C2CCCCO2)cc1,309.37300000000005,3.137500000000001,64.86,1,6,4,4,3,309.1589602
0,0,0,0,1,0,0,0,0,0,0,0,TOX5632,Cc1ccc(N)c([N+](=O)[O-])c1,152.15300000000002,1.48542,69.16,1,3,1,1,1,152.0585775
0,0,0,,0,0,0,,0,0,0,0,TOX28123,ClCC=CCCl,124.998,2.0202,0,0,0,2,0,0,123.98465555199999
0,0,0,0,0,0,0,0,0,,0,0,TOX5634,Cc1ccc([N+](=O)[O-])c(N)c1,152.153,1.48542,69.16,1,3,1,1,1,152.0585775
,,,,1,0,0,0,0,,0,0,TOX5635,CNc1ccc([N+](=O)[O-])cc1,152.15300000000002,1.6364999999999998,55.17,1,3,2,1,1,152.0585775
,0,,,0,0,,1,1,0,1,0,TOX399,Nc1ccc(/N=N/c2ccc(N)cc2)cc1,212.25600000000003,3.266400000000001,76.75999999999999,2,4,2,2,2,212.1061964
0,0,0,0,0,0,0,0,0,0,0,0,TOX6501,CC1=CCC2CC1C2(C)C,136.238,2.9987000000000013,0,0,0,0,3,0,136.1252005
0,0,0,0,0,0,0,0,0,0,,0,TOX390,CC(=O)NNC(C)=O,116.11999999999999,-0.8264,58.2,2,2,0,0,0,116.0585775
0,0,0,1,0,0,0,0,0,0,0,0,TOX392,C=CCOC(=O)c1ccccc1C(=O)OCC=C,246.26199999999994,2.3722000000000003,52.60000000000001,0,4,6,1,1,246.0892089
0,0,1,0,1,1,0,0,0,0,1,1,TOX5983,Oc1cccc(O)c1O,126.11099999999998,0.8033999999999997,60.69,3,3,0,1,1,126.0316941
0,0,0,0,0,0,0,1,0,0,0,0,TOX601,S=C1NCCN1,102.162,-0.5359,24.06,2,1,0,1,0,102.02516919199999
0,0,1,,1,0,0,1,0,0,1,0,TOX971,O=[N+]([O-])c1ccc2c(c1)Cc1ccccc1-2,211.21999999999997,3.1660000000000013,43.14,0,2,1,3,2,211.0633285
,,,,,,,0,,0,,,TOX31509,COC(=O)c1cc(Cl)ccc1OC,200.621,2.1352,35.53,0,3,2,1,1,200.0240218
0,0,0,0,0,0,0,0,0,0,,0,TOX606,CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,370.5740000000002,6.066000000000007,52.60000000000001,0,4,17,0,0,370.3083098
0,,0,,0,0,1,,,,1,1,TOX26545,O=c1c(-c2ccccc2)c1-c1ccccc1,206.24399999999997,3.256400000000002,17.07,0,1,2,3,3,206.0731649
0,0,0,0,0,0,0,,0,,,0,TOX26542,O=C(OCc1ccccc1)c1cccnc1,213.236,2.4386,39.19,0,3,3,2,2,213.0789786
0,,0,,0,0,,1,0,0,1,0,TOX972,O=C1CN(N=Cc2ccc([N+](=O)[O-])o2)C(=O)N1,238.15899999999996,0.0735,118.05000000000001,1,6,3,2,1,238.0338193
,,,,,,,0,,0,,,TOX26543,O=C(O)c1ccc[n+]([O-])c1,139.10999999999999,0.0182,64.24,1,2,1,1,1,139.026943
0,0,0,0,0,0,0,,0,,0,0,TOX26540,OC1OC[C@@H](O)[C@H](O)[C@@H]1O,150.13,-2.5823,90.15,4,5,0,1,0,150.0528234
0,0,0,0,1,1,0,0,0,0,0,0,TOX26541,NC(=O)CCCCC1CCSS1,205.348,2.1857999999999995,43.09,1,3,5,1,0,205.0595061
0,0,0,0,0,0,0,0,0,0,0,0,TOX6718,CCOC(=O)CC#N,113.116,0.46318,50.09,0,3,2,0,0,113.0476785
,0,,0,0,0,0,0,0,0,0,0,TOX6714,CCCC(C)CO,102.17699999999999,1.4149,20.23,1,1,3,0,0,102.1044651
0,0,0,0,0,0,0,,0,0,0,0,TOX6715,CCOC(=O)CCl,122.551,0.7883,26.3,0,2,2,0,0,122.0134571
0,0,0,0,0,0,0,0,0,0,0,0,TOX6716,COC(=O)CC(C)=O,116.116,0.13849999999999985,43.370000000000005,0,3,2,0,0,116.0473441
0,0,0,0,0,0,0,0,0,0,,0,TOX6710,COc1ccc(C)cc1,122.16699999999997,2.0036199999999997,9.23,0,1,1,1,1,122.0731649
0,0,0,0,0,0,0,0,0,0,0,0,TOX6711,CCc1ccc(CC)cc1,134.22199999999998,2.811400000000001,0,0,0,2,1,1,134.1095504
0,0,0,0,0,0,0,0,0,0,0,0,TOX6712,OCC1CCC(CO)CC1,144.21399999999997,0.7773999999999999,40.46,2,2,2,1,0,144.1150298
0,0,0,0,0,0,0,0,0,0,0,0,TOX6713,C=C(C)C(=O)OCCN(CC)CC,185.26699999999997,1.4475,29.54,0,3,6,0,0,185.1415788
0,0,0,0,1,1,0,,0,,,0,TOX26608,CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,527.6110000000002,2.3975000000000004,170.89999999999998,4,8,17,1,1,527.2730465119998
0,0,0,0,1,,0,,0,,0,0,TOX26601,O=P([O-])([O-])OC[C@@]1(O)O[C@H](COP(=O)([O-])O)[C@@H](O)[C@@H]1O,337.09000000000003,-4.8818,211.92999999999998,4,11,6,1,0,336.9742198
0,0,0,0,1,0,0,0,0,0,,0,TOX26600,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2OCN4C)CC1,362.3610000000002,0.5083000000000002,78.25,1,7,2,4,2,362.1390333
0,0,0,0,0,0,0,,0,,0,0,TOX26603,NC1CCCCC1.NC1CCCCC1.O=P(O)(O)OC[C@H](O)CO,370.4270000000001,1.0044999999999993,159.26,6,6,4,2,0,370.2232734699999
0,0,0,0,,0,,,0,,0,1,TOX26602,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,296.20099999999996,-0.8039,104.55000000000001,3,6,2,2,1,296.0620061
0,0,0,0,,0,0,0,0,0,0,0,TOX26604,CCC(=O)O.CCC(=O)O.O=C(Nc1cccc(C2=NCCN2)c1)Nc1cccc(C2=NCCN2)c1,496.56800000000027,2.9922000000000013,164.50999999999996,6,7,6,4,2,496.24341812400013
0,0,0,0,0,0,0,,0,,0,0,TOX26607,O=S(=O)([O-])CC(S)CS,187.287,-0.2402,57.2,2,5,3,0,0,186.9562807
0,,0,,,0,0,,,0,1,,TOX26606,CCCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1,332.59599999999995,6.964100000000008,0,0,0,15,1,1,332.3311768
0,0,0,1,1,0,0,0,0,0,1,0,TOX4245,CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],281.312,3.720340000000003,98.31,1,5,6,1,1,281.1375561
0,0,1,0,1,0,0,0,0,0,1,0,TOX4246,Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1,564.691,7.291400000000002,9.23,0,1,2,2,2,559.6257252800001
0,0,0,0,0,0,0,0,0,0,0,0,TOX4247,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,250.339,4.9536,0,0,0,0,1,1,247.8520884
0,0,0,0,,0,0,1,0,0,,0,TOX4241,CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-],361.70300000000003,5.458000000000003,61.599999999999994,0,4,5,2,2,361.0328702
0,0,0,0,,0,0,0,0,0,0,0,TOX4242,CC(C)(C)C(O)C(Cc1ccc(Cl)cc1)n1cncn1,293.798,3.122300000000001,50.94,1,4,4,2,2,293.12948994000004
0,0,0,0,0,0,0,0,0,0,0,0,TOX25394,O=C(O)c1ccccc1OP(=O)(O)O,218.10099999999997,0.8562999999999998,104.06,3,3,3,1,1,217.9980246
0,0,0,0,0,0,0,0,0,0,,0,TOX25392,COc1c2c(cc3c1OCO3)CCN(C)C2,221.25599999999991,1.4118,30.93,0,4,1,3,1,221.1051933
0,0,1,0,0,0,0,,0,0,0,0,TOX25393,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,308.42199999999997,2.946300000000001,64.79,1,5,10,1,1,308.2099928
0,0,0,0,0,0,0,0,0,0,0,0,TOX25390,CN(C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,291.39100000000013,2.1801000000000004,49.769999999999996,1,4,6,2,1,291.1834437
0,0,0,0,0,0,0,0,0,0,0,0,TOX28880,CC(C)CC(NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](CO)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](Cc1c[nH]cn1)NC(=O)[C@H]1CCC(=O)N1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)NCC(N)=O,1182.311,-4.17773,472.1299999999998,17,15,31,6,4,1181.5730254599998
1,1,0,0,,0,,,0,0,,0,TOX26465,C[C@]12CC[C@H]3[C@H]([C@@H]1[C@@H]1C[C@@H]1[C@@]21CCC(=O)O1)[C@H]1C[C@H]1C1=CC(=O)CC[C@@]13C,366.50100000000015,4.305900000000004,43.370000000000005,0,3,0,7,0,366.21949481999997
0,0,0,0,0,0,0,0,0,0,0,0,TOX26464,NC(=O)OCCCc1ccccc1,179.21900000000002,1.7145000000000001,52.32000000000001,1,2,4,1,1,179.0946287
0,0,0,0,0,0,0,0,0,0,,0,TOX26467,C[C@H]1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,508.6450000000003,0.9125700000000025,177.71,6,6,9,3,1,508.2467893
,,,,,,,0,,0,,,TOX25391,CC(C)NCC(O)c1cc(O)cc(O)c1.CC(C)NCC(O)c1cc(O)cc(O)c1,422.5220000000001,2.258399999999999,145.44,8,8,8,2,2,422.24168680799994
1,0,0,0,0,0,0,0,0,0,0,0,TOX26461,COC(=O)c1ccccc1C(=O)c1ccc(OCCN2CCCCC2)cc1,367.44500000000016,3.568900000000003,55.84000000000001,0,5,7,3,2,367.17835828000005
1,1,0,,0,0,0,0,0,0,,0,TOX26460,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C(Cl)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,444.9020000000002,2.4102,94.83,3,5,2,4,0,444.1515080839999
0,0,,0,0,0,0,,0,0,1,0,TOX26463,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,288.39,3.0524000000000013,52.60000000000001,0,6,4,1,0,288.049001
1,0,0,,0,0,0,,0,,0,0,TOX26462,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3O[C@H](CN)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](N)C[C@H]2NC(=O)C(O)CN)OC[C@]1(C)O,569.6090000000002,-7.5244,297.72,12,16,9,3,0,569.2908218
0,0,0,0,0,0,0,0,0,0,0,0,TOX10787,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,266.30400000000003,2.6512200000000004,58.120000000000005,1,4,1,4,2,266.1167611
0,,0,0,,0,,,0,,0,0,TOX28884,Cc1cc(-n2c(=O)[nH]c(=O)n(C)c2=O)ccc1Oc1ccc(S(=O)(=O)C(F)(F)F)cc1,457.3860000000001,1.6187200000000004,120.22999999999999,1,8,4,3,3,457.0555408
0,0,0,0,0,0,0,,0,,0,0,TOX28555,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@@H](C(=O)O)N2C1=O,417.5060000000003,1.5955,99.18,2,6,8,3,1,417.22637109199997
0,0,0,0,0,0,0,0,0,0,0,0,TOX28886,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)O)c1I,613.9150000000002,3.1154,95.50000000000001,3,3,3,1,1,613.7696508
0,0,0,0,0,0,0,0,0,0,0,0,TOX24856,CCOC(=O)NCCC[Si](OCC)(OCC)OCC,293.43600000000004,2.1710000000000003,66.02000000000001,1,5,11,0,0,293.16584949400004
0,0,0,0,0,0,,0,0,0,1,0,TOX24857,CCO[Si](CC(C)C)(OCC)OCC,220.38499999999993,2.690800000000001,27.69,0,3,8,0,0,220.14947115799998
0,0,0,0,0,0,0,0,0,0,,0,TOX24678,Cc1ccccc1C(OCCN(C)C)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,461.51100000000025,2.4141199999999996,144.6,4,6,11,2,2,461.20496695199984
0,0,0,,0,0,0,1,0,,0,,TOX28558,COc1cccc(C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2)c1,313.397,2.979700000000001,58.56,2,4,8,2,2,313.1677936
0,0,0,0,0,0,0,1,0,,0,0,TOX4652,O=[N+]([O-])C(Br)(CO)CO,199.988,-0.6611,83.60000000000001,2,4,3,0,0,198.9480198
0,0,0,0,0,0,0,0,0,0,0,0,TOX4657,OCCCBr,138.992,0.7637,20.23,1,1,2,0,0,137.9680269
0,0,0,0,0,0,0,0,0,,0,0,TOX4659,Cc1cccc(Br)c1,171.037,2.7575200000000013,0,0,0,0,1,1,169.9731123
0,0,0,0,,0,0,0,0,0,0,0,TOX4658,BrCc1ccccc1,171.037,2.5815,0,0,0,1,1,1,169.9731123
,,,,,,,0,,0,,,TOX31478,CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1C[C@@H](OC(=O)CC)[C@@H]2OC(=O)CC,456.57900000000024,5.111600000000005,78.9,0,6,6,4,1,456.2511888719999
,,,,,,,0,,0,,,TOX31479,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1ccncc1,497.56300000000033,3.155400000000002,113.79,2,7,4,5,1,497.2213659639999
,,,,,,,0,,0,,,TOX31476,CC1=C(C(=O)O)N2C(=O)[C@@H](N)[C@H]2SC1,214.24599999999998,-0.4126,83.63,2,4,1,2,0,214.0412132
,,,,,,,0,,0,,,TOX31477,CC(=O)/C=C/C=C1/C2CCC(C2)C1(C)C,204.31299999999996,3.5141000000000027,17.07,0,1,2,2,0,204.1514153
,,,,,,,0,,0,,,TOX31474,CC1(C)OC(=O)Nc2ccc(Br)cc21,256.099,3.2463000000000015,38.33,1,2,0,2,1,254.9894907
,,,,,,,0,,0,,,TOX31475,O=C(O)Cn1cnnn1,128.091,-1.2423,80.89999999999999,1,5,2,1,1,128.0334254
,,,,,,,0,,0,,,TOX31472,NS(=O)(=O)c1cc2c(cc1Cl)CN(C1CCCCC1)C2=O,328.8210000000002,2.275900000000001,80.47,1,3,2,3,1,328.06484108399997
,,,,,,,1,,1,,,TOX31473,O=Cc1ccc(O)c(O)c1O,154.12099999999998,0.6158999999999997,77.76,3,4,1,1,1,154.0266087
,,,,,,,,,0,,,TOX31470,CCCCCCOC(=O)/N=C(/N)c1ccc(NCc2nc3cc(C(=O)N(CCC(=O)OCC)c4ccccn4)ccc3n2C)cc1,627.7460000000003,5.602600000000005,154.02999999999997,2,9,15,4,4,627.3169174
,,,,,,,,,0,,,TOX31471,Cc1ccc(CCn2c3c(c4cc(Cl)ccc42)CN(C)CC3)cn1,339.8700000000001,4.228720000000004,21.060000000000002,0,3,3,4,3,339.1502254
0,0,0,0,0,0,0,0,0,0,0,0,TOX20608,C[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,318.3930000000001,1.0626999999999995,59.06,1,4,4,4,1,318.16998466808997
0,0,1,,1,1,0,0,0,0,,0,TOX21600,COP(=S)(NC(C)C)Oc1ccc(C)cc1[N+](=O)[O-],304.30800000000005,3.150920000000002,73.63,1,5,6,1,1,304.06466465399996
0,0,0,0,0,0,0,0,0,0,,0,TOX21604,CCCCCOC(=O)CCC,158.24099999999996,2.5199000000000007,26.3,0,2,6,0,0,158.1306798
0,0,0,0,0,0,0,0,0,0,0,0,TOX21607,c1cncc([C@@H]2CCCCN2)c1,162.23600000000002,1.8962,24.92,1,2,1,2,1,162.1156984
0,0,0,0,0,0,0,,0,0,0,0,TOX21951,CCOC(=O)C(Br)c1ccccc1,243.1,2.6857000000000006,26.3,0,2,3,1,1,241.9942417
0,0,0,0,0,0,0,0,0,0,0,0,TOX21954,CCCCCC(=O)CC,128.21499999999997,2.5458000000000007,17.07,0,1,5,0,0,128.1201151
0,0,0,0,0,0,0,1,0,0,,0,TOX21955,CCN(CCO)CCO,133.191,-0.7071,43.7,2,3,5,0,0,133.1102787
0,0,0,0,0,0,0,0,0,0,0,0,TOX24124,COc1ccc(C2CNC(=O)C2)cc1OC1CCCC1,275.348,2.6201000000000008,47.56,1,3,4,3,1,275.1521435
0,0,0,0,0,0,0,0,0,0,0,0,TOX21957,CCOC(OCC)OCC,148.202,1.3795,27.69,0,3,6,0,0,148.1099444
0,0,0,0,0,0,0,0,0,0,0,0,TOX21959,CCOC(=O)C(F)(F)F,142.076,1.1118000000000001,26.3,0,2,1,0,0,142.0241641
0,0,0,0,0,0,0,0,0,0,0,0,TOX27236,C=C[C@@H](C)CCC=C(C)C,138.254,3.5549000000000026,0,0,0,4,0,0,138.1408506
0,0,0,0,0,0,0,,0,,0,0,TOX26895,NC1=NC(=O)N2CC12,111.10399999999998,-0.8386,58.459999999999994,1,2,0,2,0,111.0432618
0,0,0,0,0,0,0,0,0,0,0,0,TOX24660,SCCSCCS,154.32500000000002,1.5791999999999997,0,2,3,4,0,0,153.9944633
,,,,,,,0,,0,,,TOX31271,Cc1cccc(C)c1NC(=O)c1ccc(N)cc1,240.306,3.1379400000000004,55.120000000000005,2,2,2,2,2,240.1262631
0,0,0,0,0,0,0,,0,,0,0,TOX28607,CCCCNC(C)(C)[PH](=O)O,179.2,1.5792000000000002,49.33,2,2,5,0,0,179.10751544599998
0,0,0,0,0,0,0,0,0,0,0,0,TOX28606,N[C@@H](Cc1cc(I)c(O)c(I)c1)C(=O)O,432.98300000000006,1.5557999999999998,83.55,3,3,3,1,1,432.86718914799997
0,0,0,,,0,0,0,0,0,0,0,TOX28605,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@H]1CC[C@@]2(CCCO2)C[C@@H]1N1CCCC1,425.40000000000043,4.560400000000004,32.78,0,3,4,4,1,424.1684336
0,0,0,0,0,0,0,,0,,0,0,TOX28603,CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)N(C)C1,504.9700000000002,0.5065000000000002,148.79000000000002,5,8,9,2,0,504.14620135799987
0,0,0,,,0,,0,0,0,0,0,TOX28602,O=C1CC2(CCCC2)CC(=O)N1CCNCC1COc2ccccc2O1,358.4380000000001,2.125399999999999,67.87,1,5,5,4,1,358.1892573
0,0,0,0,0,0,0,0,0,0,,0,TOX24380,O=C(C(=O)c1ccccc1)c1ccccc1,210.232,2.752200000000001,34.14,0,2,3,2,2,210.0680796
0,0,0,,0,0,0,1,0,0,0,0,TOX28600,N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2)cc1,312.373,2.10264,118.2,4,4,8,2,2,312.1586259
,0,0,0,0,0,0,0,0,0,0,0,TOX26890,CC(=C(CCO)SSC(CCO)=C(C)N(C=O)Cc1cnc(C)nc1N)N(C=O)Cc1cnc(C)nc1N,562.7220000000001,2.27404,184.67999999999998,4,12,15,2,2,562.2144435680002
0,0,0,0,0,0,0,0,0,0,0,0,TOX1599,CCCCCCC#N,111.188,2.4803800000000003,23.79,0,1,4,0,0,111.10479941599999
0,0,0,0,0,0,0,,0,0,0,0,TOX1598,O=C(O)CCCCCC(=O)O,160.169,1.1061,74.6,2,2,6,0,0,160.0735589
0,0,1,0,0,0,0,0,0,0,1,0,TOX9364,COc1ccc(Nc2ccccc2)c(C)c1,213.28,3.747220000000002,21.259999999999998,1,2,3,2,2,213.1153641
1,,0,0,,0,0,,,0,1,,TOX26892,CCCC(=O)OC[C@@H](OC(=O)CCC)[C@@H](OC(=O)CCC)[C@H](Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21)OC(=O)CCC,656.7330000000001,3.6804400000000026,185.84,1,13,17,3,1,656.3057436080002
0,0,0,,0,0,,,0,0,,0,TOX9362,CCO[Si](CCCSSSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC,538.9680000000004,6.541200000000007,55.38000000000001,0,10,23,0,0,538.1402761239999
0,0,0,0,0,0,0,0,0,0,0,0,TOX9369,C=COC(=O)C(C)(CC)CCC(C)C,198.30599999999995,3.5256000000000025,26.3,0,2,6,0,0,198.1619799
,,,,,,,,,0,,,TOX2715,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,293.454,4.504900000000004,3.24,0,1,4,3,2,293.2143499
0,0,0,0,0,0,0,0,0,0,0,0,TOX2718,CCCC[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,360.47400000000005,2.2329999999999997,59.06,1,4,7,4,1,360.21693486008996
